date,quantity
2021-08-14,27
2021-08-15,27
2021-08-16,39
2021-08-17,36
2021-08-18,41
2021-08-19,39
2021-08-20,34
2021-08-21,26
2021-08-22,29
2021-08-23,42
2021-08-24,36
2021-08-25,40
2021-08-26,42
2021-08-27,35
2021-08-28,33
2021-08-29,33
2021-08-30,44
2021-08-31,42
2021-09-01,44
2021-09-02,40
2021-09-03,35
2021-09-04,34
2021-09-05,34
2021-09-06,44
2021-09-07,39
2021-09-08,42
2021-09-09,37
2021-09-10,33
2021-09-11,31
2021-09-12,29
2021-09-13,40
2021-09-14,42
2021-09-15,38
2021-09-16,37
2021-09-17,38
2021-09-18,34
2021-09-19,34
2021-09-20,47
2021-09-21,48
2021-09-22,47
2021-09-23,44
2021-09-24,43
2021-09-25,31
2021-09-26,34
2021-09-27,46
2021-09-28,46
2021-09-29,42
2021-09-30,44
2021-10-01,41
2021-10-02,36
2021-10-03,30
2021-10-04,46
2021-10-05,44
2021-10-06,40
2021-10-07,42
2021-10-08,41
2021-10-09,37
2021-10-10,34
2021-10-11,46
2021-10-12,47
2021-10-13,49
2021-10-14,38
2021-10-15,39
2021-10-16,34
2021-10-17,32
2021-10-18,48
2021-10-19,49
2021-10-20,40
2021-10-21,39
2021-10-22,36
2021-10-23,35
2021-10-24,41
2021-10-25,49
2021-10-26,48
2021-10-27,42
2021-10-28,43
2021-10-29,39
2021-10-30,36
2021-10-31,35
2021-11-01,45
2021-11-02,53
2021-11-03,44
2021-11-04,41
2021-11-05,35
2021-11-06,37
2021-11-07,38
2021-11-08,48
2021-11-09,51
2021-11-10,49
2021-11-11,47
2021-11-12,42
2021-11-13,45
2021-11-14,37
2021-11-15,54
2021-11-16,56
2021-11-17,49
2021-11-18,53
2021-11-19,48
2021-11-20,40
2021-11-21,37
2021-11-22,49
2021-11-23,54
2021-11-24,51
2021-11-25,50
2021-11-26,44
2021-11-27,39
2021-11-28,40
2021-11-29,53
2021-11-30,54
2021-12-01,52
2021-12-02,47
2021-12-03,46
2021-12-04,42
2021-12-05,40
2021-12-06,57
2021-12-07,55
2021-12-08,53
2021-12-09,45
2021-12-10,42
2021-12-11,44
2021-12-12,38
2021-12-13,57
2021-12-14,53
2021-12-15,55
2021-12-16,49
2021-12-17,48
2021-12-18,49
2021-12-19,46
2021-12-20,56
2021-12-21,54
2021-12-22,53
2021-12-23,52
2021-12-24,48
2021-12-25,42
2021-12-26,46
2021-12-27,56
2021-12-28,60
2021-12-29,54
2021-12-30,54
2021-12-31,49
2022-01-01,46
2022-01-02,41
2022-01-03,52
2022-01-04,52
2022-01-05,51
2022-01-06,49
2022-01-07,46
2022-01-08,41
2022-01-09,43
2022-01-10,52
2022-01-11,56
2022-01-12,57
2022-01-13,51
2022-01-14,44
2022-01-15,44
2022-01-16,42
2022-01-17,59
2022-01-18,52
2022-01-19,51
2022-01-20,52
2022-01-21,49
2022-01-22,46
2022-01-23,45
2022-01-24,56
2022-01-25,57
2022-01-26,53
2022-01-27,53
2022-01-28,45
2022-01-29,45
2022-01-30,44
2022-01-31,56
2022-02-01,54
2022-02-02,50
2022-02-03,49
2022-02-04,48
2022-02-05,42
2022-02-06,42
2022-02-07,51
2022-02-08,56
2022-02-09,48
2022-02-10,46
2022-02-11,43
2022-02-12,48
2022-02-13,42
2022-02-14,52
2022-02-15,52
2022-02-16,45
2022-02-17,47
2022-02-18,48
2022-02-19,40
2022-02-20,39
2022-02-21,50
2022-02-22,50
2022-02-23,46
2022-02-24,45
2022-02-25,44
2022-02-26,40
2022-02-27,44
2022-02-28,53
2022-03-01,51
2022-03-02,50
2022-03-03,44
2022-03-04,47
2022-03-05,43
2022-03-06,42
2022-03-07,57
2022-03-08,57
2022-03-09,51
2022-03-10,47
2022-03-11,49
2022-03-12,43
2022-03-13,44
2022-03-14,54
2022-03-15,46
2022-03-16,54
2022-03-17,47
2022-03-18,48
2022-03-19,38
2022-03-20,36
2022-03-21,52
2022-03-22,45
2022-03-23,43
2022-03-24,46
2022-03-25,42
2022-03-26,39
2022-03-27,41
2022-03-28,44
2022-03-29,43
2022-03-30,48
2022-03-31,41
2022-04-01,40
2022-04-02,41
2022-04-03,42
2022-04-04,52
2022-04-05,48
2022-04-06,43
2022-04-07,37
2022-04-08,41
2022-04-09,38
2022-04-10,39
2022-04-11,50
2022-04-12,49
2022-04-13,50
2022-04-14,40
2022-04-15,34
2022-04-16,37
2022-04-17,39
2022-04-18,53
2022-04-19,50
2022-04-20,43
2022-04-21,46
2022-04-22,45
2022-04-23,37
2022-04-24,34
2022-04-25,43
2022-04-26,44
2022-04-27,42
2022-04-28,42
2022-04-29,35
2022-04-30,36
2022-05-01,35
2022-05-02,44
2022-05-03,44
2022-05-04,40
2022-05-05,41
2022-05-06,34
2022-05-07,28
2022-05-08,32
2022-05-09,42
2022-05-10,42
2022-05-11,37
2022-05-12,36
2022-05-13,34
2022-05-14,33
2022-05-15,33
2022-05-16,44
2022-05-17,43
2022-05-18,47
2022-05-19,41
2022-05-20,32
2022-05-21,31
2022-05-22,37
2022-05-23,47
2022-05-24,39
2022-05-25,38
2022-05-26,43
2022-05-27,38
2022-05-28,36
2022-05-29,31
2022-05-30,45
2022-05-31,44
2022-06-01,38
2022-06-02,38
2022-06-03,35
2022-06-04,30
2022-06-05,33
2022-06-06,48
2022-06-07,37
2022-06-08,39
2022-06-09,35
2022-06-10,35
2022-06-11,30
2022-06-12,32
2022-06-13,43
2022-06-14,42
2022-06-15,41
2022-06-16,33
2022-06-17,39
2022-06-18,35
2022-06-19,31
2022-06-20,40
2022-06-21,41
2022-06-22,41
2022-06-23,37
2022-06-24,35
2022-06-25,32
2022-06-26,26
2022-06-27,44
2022-06-28,40
2022-06-29,40
2022-06-30,34
2022-07-01,36
2022-07-02,26
2022-07-03,32
2022-07-04,38
2022-07-05,40
2022-07-06,38
2022-07-07,39
2022-07-08,35
2022-07-09,32
2022-07-10,30
2022-07-11,46
2022-07-12,45
2022-07-13,43
2022-07-14,36
2022-07-15,36
2022-07-16,33
2022-07-17,31
2022-07-18,44
2022-07-19,43
2022-07-20,43
2022-07-21,36
2022-07-22,35
2022-07-23,34
2022-07-24,34
2022-07-25,42
2022-07-26,42
2022-07-27,38
2022-07-28,37
2022-07-29,33
2022-07-30,30
2022-07-31,26
2022-08-01,43
2022-08-02,45
2022-08-03,43
2022-08-04,35
2022-08-05,38
2022-08-06,32
2022-08-07,31
2022-08-08,45
2022-08-09,39
2022-08-10,40
2022-08-11,39
2022-08-12,37
2022-08-13,31
2022-08-14,30
2022-08-15,41
2022-08-16,44
2022-08-17,40
2022-08-18,38
2022-08-19,35
2022-08-20,29
2022-08-21,27
2022-08-22,40
2022-08-23,38
2022-08-24,39
2022-08-25,35
2022-08-26,39
2022-08-27,27
2022-08-28,30
2022-08-29,39
2022-08-30,40
2022-08-31,40
2022-09-01,34
2022-09-02,37
2022-09-03,36
2022-09-04,31
2022-09-05,45
2022-09-06,47
2022-09-07,42
2022-09-08,38
2022-09-09,35
2022-09-10,40
2022-09-11,35
2022-09-12,47
2022-09-13,49
2022-09-14,42
2022-09-15,39
2022-09-16,39
2022-09-17,35
2022-09-18,38
2022-09-19,45
2022-09-20,48
2022-09-21,51
2022-09-22,45
2022-09-23,42
2022-09-24,38
2022-09-25,34
2022-09-26,47
2022-09-27,47
2022-09-28,43
2022-09-29,40
2022-09-30,36
2022-10-01,33
2022-10-02,37
2022-10-03,52
2022-10-04,49
2022-10-05,46
2022-10-06,38
2022-10-07,39
2022-10-08,33
2022-10-09,36
2022-10-10,48
2022-10-11,44
2022-10-12,45
2022-10-13,42
2022-10-14,40
2022-10-15,37
2022-10-16,36
2022-10-17,48
2022-10-18,41
2022-10-19,43
2022-10-20,48
2022-10-21,44
2022-10-22,41
2022-10-23,41
2022-10-24,51
2022-10-25,52
2022-10-26,44
2022-10-27,43
2022-10-28,38
2022-10-29,33
2022-10-30,34
2022-10-31,49
2022-11-01,47
2022-11-02,47
2022-11-03,45
2022-11-04,46
2022-11-05,40
2022-11-06,47
2022-11-07,52
2022-11-08,49
2022-11-09,43
2022-11-10,48
2022-11-11,47
2022-11-12,38
2022-11-13,34
2022-11-14,53
2022-11-15,49
2022-11-16,54
2022-11-17,53
2022-11-18,51
2022-11-19,44
2022-11-20,45
2022-11-21,60
2022-11-22,58
2022-11-23,55
2022-11-24,51
2022-11-25,52
2022-11-26,49
2022-11-27,43
2022-11-28,57
2022-11-29,58
2022-11-30,55
2022-12-01,49
2022-12-02,49
2022-12-03,44
2022-12-04,45
2022-12-05,57
2022-12-06,56
2022-12-07,56
2022-12-08,52
2022-12-09,49
2022-12-10,44
2022-12-11,41
2022-12-12,52
2022-12-13,57
2022-12-14,54
2022-12-15,53
2022-12-16,53
2022-12-17,43
2022-12-18,41
2022-12-19,58
2022-12-20,56
2022-12-21,52
2022-12-22,50
2022-12-23,50
2022-12-24,45
2022-12-25,46
2022-12-26,57
2022-12-27,52
2022-12-28,53
2022-12-29,52
2022-12-30,47
2022-12-31,40
2023-01-01,36
2023-01-02,51
2023-01-03,52
2023-01-04,50
2023-01-05,50
2023-01-06,50
2023-01-07,48
2023-01-08,44
2023-01-09,58
2023-01-10,57
2023-01-11,56
2023-01-12,53
2023-01-13,50
2023-01-14,48
2023-01-15,43
2023-01-16,56
2023-01-17,56
2023-01-18,50
2023-01-19,44
2023-01-20,41
2023-01-21,41
2023-01-22,43
2023-01-23,54
2023-01-24,55
2023-01-25,55
2023-01-26,51
2023-01-27,50
2023-01-28,45
2023-01-29,46
2023-01-30,57
2023-01-31,55
2023-02-01,54
2023-02-02,52
2023-02-03,50
2023-02-04,43
2023-02-05,47
2023-02-06,55
2023-02-07,60
2023-02-08,57
2023-02-09,52
2023-02-10,49
2023-02-11,45
2023-02-12,46
2023-02-13,55
2023-02-14,55
2023-02-15,54
2023-02-16,49
2023-02-17,48
2023-02-18,42
2023-02-19,41
2023-02-20,53
2023-02-21,57
2023-02-22,57
2023-02-23,55
2023-02-24,45
2023-02-25,43
2023-02-26,45
2023-02-27,56
2023-02-28,55
2023-03-01,49
2023-03-02,49
2023-03-03,45
2023-03-04,43
2023-03-05,41
2023-03-06,57
2023-03-07,56
2023-03-08,47
2023-03-09,45
2023-03-10,42
2023-03-11,43
2023-03-12,43
2023-03-13,50
2023-03-14,49
2023-03-15,45
2023-03-16,47
2023-03-17,47
2023-03-18,44
2023-03-19,40
2023-03-20,50
2023-03-21,48
2023-03-22,44
2023-03-23,42
2023-03-24,38
2023-03-25,37
2023-03-26,38
2023-03-27,46
2023-03-28,54
2023-03-29,55
2023-03-30,42
2023-03-31,49
2023-04-01,33
2023-04-02,41
2023-04-03,57
2023-04-04,53
2023-04-05,50
2023-04-06,45
2023-04-07,45
2023-04-08,33
2023-04-09,40
2023-04-10,51
2023-04-11,44
2023-04-12,50
2023-04-13,42
2023-04-14,47
2023-04-15,43
2023-04-16,36
2023-04-17,48
2023-04-18,47
2023-04-19,46
2023-04-20,45
2023-04-21,46
2023-04-22,35
2023-04-23,32
2023-04-24,45
2023-04-25,43
2023-04-26,43
2023-04-27,48
2023-04-28,40
2023-04-29,33
2023-04-30,36
2023-05-01,44
2023-05-02,43
2023-05-03,40
2023-05-04,39
2023-05-05,44
2023-05-06,38
2023-05-07,38
2023-05-08,46
2023-05-09,46
2023-05-10,45
2023-05-11,40
2023-05-12,39
2023-05-13,30
2023-05-14,31
2023-05-15,42
2023-05-16,44
2023-05-17,39
2023-05-18,37
2023-05-19,37
2023-05-20,32
2023-05-21,34
2023-05-22,44
2023-05-23,43
2023-05-24,40
2023-05-25,39
2023-05-26,36
2023-05-27,35
2023-05-28,33
2023-05-29,47
2023-05-30,40
2023-05-31,42
2023-06-01,35
2023-06-02,37
2023-06-03,38
2023-06-04,34
2023-06-05,44
2023-06-06,41
2023-06-07,40
2023-06-08,39
2023-06-09,35
2023-06-10,33
2023-06-11,37
2023-06-12,45
2023-06-13,43
2023-06-14,39
2023-06-15,39
2023-06-16,37
2023-06-17,33
2023-06-18,33
2023-06-19,43
2023-06-20,43
2023-06-21,42
2023-06-22,38
2023-06-23,35
2023-06-24,39
2023-06-25,34
2023-06-26,45
2023-06-27,44
2023-06-28,43
2023-06-29,40
2023-06-30,42
2023-07-01,32
2023-07-02,31
2023-07-03,46
2023-07-04,43
2023-07-05,38
2023-07-06,43
2023-07-07,40
2023-07-08,36
2023-07-09,34
2023-07-10,44
2023-07-11,44
2023-07-12,40
2023-07-13,38
2023-07-14,40
2023-07-15,32
2023-07-16,29
2023-07-17,44
2023-07-18,45
2023-07-19,38
2023-07-20,37
2023-07-21,39
2023-07-22,33
2023-07-23,33
2023-07-24,42
2023-07-25,44
2023-07-26,42
2023-07-27,43
2023-07-28,37
2023-07-29,33
2023-07-30,35
2023-07-31,45
2023-08-01,44
2023-08-02,41
2023-08-03,38
2023-08-04,38
2023-08-05,32
2023-08-06,34
2023-08-07,44
2023-08-08,42
2023-08-09,39
2023-08-10,40
2023-08-11,38
2023-08-12,33
2023-08-13,30
2023-08-14,44
2023-08-15,40
2023-08-16,42
2023-08-17,43
2023-08-18,37
2023-08-19,33
2023-08-20,31
2023-08-21,40
2023-08-22,41
2023-08-23,38
2023-08-24,36
2023-08-25,40
2023-08-26,33
2023-08-27,31
2023-08-28,42
2023-08-29,41
2023-08-30,43
2023-08-31,40
2023-09-01,39
2023-09-02,33
2023-09-03,33
2023-09-04,41
2023-09-05,39
2023-09-06,40
2023-09-07,39
2023-09-08,36
2023-09-09,34
2023-09-10,33
2023-09-11,41
2023-09-12,41
2023-09-13,42
2023-09-14,42
2023-09-15,39
2023-09-16,34
2023-09-17,34
2023-09-18,45
2023-09-19,42
2023-09-20,41
2023-09-21,40
2023-09-22,37
2023-09-23,33
2023-09-24,33
2023-09-25,43
2023-09-26,44
2023-09-27,42
2023-09-28,41
2023-09-29,38
2023-09-30,31
2023-10-01,32
2023-10-02,50
2023-10-03,45
2023-10-04,39
2023-10-05,40
2023-10-06,42
2023-10-07,38
2023-10-08,37
2023-10-09,53
2023-10-10,49
2023-10-11,45
2023-10-12,41
2023-10-13,42
2023-10-14,35
2023-10-15,39
2023-10-16,56
2023-10-17,52
2023-10-18,48
2023-10-19,46
2023-10-20,44
2023-10-21,38
2023-10-22,35
2023-10-23,49
2023-10-24,47
2023-10-25,49
2023-10-26,46
2023-10-27,43
2023-10-28,41
2023-10-29,42
2023-10-30,45
2023-10-31,46
2023-11-01,49
2023-11-02,45
2023-11-03,48
2023-11-04,39
2023-11-05,39
2023-11-06,49
2023-11-07,47
2023-11-08,53
2023-11-09,50
2023-11-10,45
2023-11-11,47
2023-11-12,44
2023-11-13,53
2023-11-14,59
2023-11-15,50
2023-11-16,49
2023-11-17,49
2023-11-18,43
2023-11-19,48
2023-11-20,57
2023-11-21,57
2023-11-22,58
2023-11-23,55
2023-11-24,49
2023-11-25,44
2023-11-26,48
2023-11-27,62
2023-11-28,58
2023-11-29,56
2023-11-30,54
2023-12-01,51
2023-12-02,48
2023-12-03,44
2023-12-04,61
2023-12-05,59
2023-12-06,58
2023-12-07,57
2023-12-08,59
2023-12-09,45
2023-12-10,45
2023-12-11,58
2023-12-12,56
2023-12-13,53
2023-12-14,55
2023-12-15,48
2023-12-16,48
2023-12-17,47
2023-12-18,59
2023-12-19,55
2023-12-20,53
2023-12-21,51
2023-12-22,57
2023-12-23,46
2023-12-24,43
2023-12-25,55
2023-12-26,50
2023-12-27,50
2023-12-28,51
2023-12-29,46
2023-12-30,46
2023-12-31,45
